,标题,总价格,单价,地段,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,户型介绍,周边配套,税费解析,小区介绍,适宜人群,交通出行,装修描述,售房详情,权属抵押,用水类型,用电类型,燃气价格,别墅类型
711,['于家园二区北院 满五唯一 楼层好四层'],198,27124,"['怀柔', '怀柔']",3室1厅1厨1卫,中楼层 (共6层),73㎡,平层,暂无数据,暂无数据,南 北,混合结构,简装,暂无数据,集中供暖,无,2023-08-27,商品房,1999-08-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房满五唯一，南北通透，三室一厅，楼层好在四层，安静不临街
                  ",,,,,,"
                    下楼步行272米可达于家园公交总站，一共设有38趟公交路线，可方便您的日常出行（距离由百度地图测量提供，供您参考）。
                  ",,"
                    房子是父亲买的一手房，一直自住，满五唯一，换房着急出售，采光好，通风好
                  ","
                    房子无抵押无贷款，产权清晰，看房方便，业主自住，提前联系 随时可以看。
                  ",,,,
712,['东园南区、满五唯一、南北通透、采光充足'],220,22151,"['怀柔', '怀柔']",3室1厅1厨1卫,顶层 (共6层),99.32㎡,平层,暂无数据,板楼,南 北,混合结构,简装,暂无数据,集中供暖,无,2022-07-01,商品房,2012-10-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房满五唯一，南北通透，次顶层，视野宽阔，采光充足。
                  ","
                    本房成熟小区，南北通透、客厅通格局，阳光充足，设施配套齐全，邻里关系和谐，居住舒适度高
                  ",,"
                    税费解析：满五年唯一住房，首套契税：1.5%；二套契税3%，节省购房成本
                  ",,,,,"
                    出售原因：业主诚意出售，周期越快越好，诚意买方可以提前联系看房
                  ",,,,,
713,['：满五年 唯一，南北通透！户型好，业主诚意出售'],190,27987,"['怀柔', '怀柔']",3室1厅1厨1卫,低楼层 (共6层),67.89㎡,平层,暂无数据,板楼,南 北,混合结构,简装,暂无数据,集中供暖,无,2023-03-27,商品房,2017-03-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    ：满五年 唯一，南北通透！户型好，业主诚意出售
                  ",,,"
                    满五年唯一，首套购房：1.5契税，二套购房3契税，房本是一个人名字，产权清晰，可以随时签约
                  ",,,,,"
                    此房：产权清晰！业主变现, 诚意出售！价位可谈！可随时签约!
                  ",,,,,
714,['满五唯一，采光好，前后无遮挡，楼龄新'],230,21454,"['怀柔', '怀柔']",3室1厅1厨1卫,顶层 (共6层),107.21㎡,平层,暂无数据,板楼,南 北,混合结构,简装,暂无数据,集中供暖,无,2022-01-24,已购公房,2000-07-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房满五唯一，格局好，采光好。看房方便，诚意出售！
                  ","
                    房子位于顶层层，格局方正，3个卧室朝南，客厅在朝阳，厨房和卫生间均有窗户，无浪费面积，采光通透！
                  ","
                    配套齐全，有公园，公交车站，商场，银行，饭店。体育场等！出行、居家生活都很方便
                  ",,"
                    小区位于城区，物业费0.3一平米，供暖费30元每平米，小区停车位充足！
                  ",,,,,,,,,
715,['满五唯一，前后无挡采光好，配套设施齐全，交通便利。'],248,28838,"['怀柔', '怀柔']",3室1厅1厨1卫,底层 (共6层),86㎡,平层,暂无数据,板楼,南 北,混合结构,简装,暂无数据,集中供暖,无,2023-08-18,商品房,2012-08-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房满五唯一，前后无挡采光好，配套设施齐全，交通便利。
                  ","
                    小区是成熟社区，房子是南北通透的三居，户型方正无浪费，诚意出售！
                  ",,,,,"
                    小区出口有公交车站，快车916，京承高速直达东直门，内环 H61 外环 H62等多条线路在此经过，交通便利。
                  ",,,,,,,
716,['满五年唯一 商品房，房子无遮挡，采光好，视野佳，'],453,31195,"['怀柔', '怀柔']",3室2厅1厨2卫,底层 (共24层),145.22㎡,平层,暂无数据,塔楼,西北,钢混结构,简装,两梯八户,集中供暖,有,2023-05-21,商品房,2009-07-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    满五年唯一 商品房，房子无遮挡，采光好，视野佳，
                  ",,,"
                    房子为商品房，房本满五年，业主家庭名下在京就这一套住房，首套契税1.5 二套契税3，具体税费欢迎咨询，根据您实际情况为您计算。
                  ",,"
                    小区单独一栋楼，单独小区管理房子在一层没有电梯等费用物业费大概0.8有老人孩子的居住车位规划整齐物业认真负责环境好
                  ",,,"
                    业主诚心出售，看房需要提前联系 价钱可以见面谈，房子是自住 看房需要提前约。
                  ",,,,,
717,['南北通透，刚需小两居，拎包入住，随时签约！'],138,22440,"['怀柔', '怀柔']",2室1厅1厨1卫,高楼层 (共6层),61.5㎡,平层,49.33㎡,板楼,南 北,混合结构,精装,暂无数据,集中供暖,无,2023-09-18,商品房,2015-03-27,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    低总价刚需小两居，满五唯一低税费，拎包入住，随时签约
                  ",,"
                    交通：916快车，916慢车，H61,H62内外环线及区间车 
商场：大星发大卖场，京北大世界，青春万达广场 
公园：怀柔水库大坝，城区街心公园 
医院：怀柔区中医院，怀柔妇幼保健医院，怀柔区医院，社区医院
                  ",,"
                    小区是2008年建成，环境优美，停车方便，距城区2公里，据京北大世界，青春万达广场2公里，小区门口就有生活超市和饭店，出行购物都方便！
                  ",,,,"
                    业主准备换房，诚意卖，看房子方便，房子无抵押，无纠纷，随时签约！
                  ",,,,,
718,['顶秀美泉欧式洋房 南北通透4层两居 环境安静 居住舒适'],275,30641,"['怀柔', '怀柔']",2室1厅1厨1卫,中楼层 (共5层),89.75㎡,平层,79.4㎡,板楼,南 北,钢混结构,精装,暂无数据,集中供暖,无,2023-11-11,商品房,2014-07-04,普通住宅,满五年,非共有,"
                                有抵押 65万元 北京公积金
                              ",已上传房本照片,"
                    怀柔科学城 低密度 花园洋房社区 中间楼层 南北向
                  ","
                    本房是南北通透、客厅朝南的正规两居室，厨房朝北带窗户，一南一北两个卧室，中间是卫生间，户型经典且没有浪费面积；该单元为一梯两户，房子的南侧宽阔
                  ","
                    银行：中国建设银行雁栖分行、中行栖美园分行、邮政储蓄银行、工商银行、北京农村银行范各庄分行；医院：怀柔医院、怀柔中医院、怀柔雁栖医院；餐饮：眉州东坡酒楼、红螺园饭庄、小懒羊涮肉、农家乐、红酒庄园、雁栖不夜谷，鱼香来等。
                  ",,"
                    顶秀美泉小镇是怀柔区低密度生态小区，，ABC三区一共78栋住宅楼，总户数为2045户；物业为北京鸿路泽物业管理有限公司，小区24小时物业管理，A区、C区物业费1.35元，B区有电梯为3.5元；小区配套设施齐全，地库停车，停车位充足
                  ",,,,,,,,,
719,['龙湖花园南北通透精装中楼层近水库'],160,30740,"['怀柔', '怀柔']",1室1厅1厨1卫,中楼层 (共6层),52.05㎡,平层,暂无数据,板楼,南 北,混合结构,简装,暂无数据,集中供暖,无,2023-11-14,商品房,2016-09-07,普通住宅,满五年,共有,"
                                有抵押 建行怀柔支行
                              ",已上传房本照片,"
                    此房南北通透 满五年唯一 精装修刚刚两年 ，自住
                  ",,,,"
                    龙湖花园属于1996年左右商品房社区，位于怀柔水库东侧，有2个菜市场，万达广场
                  ",,"
                    房子距离青春路七院公交车站（有公交车916快，H61路，H62路等）700米左右，出小区通过西园路到达青春路
                  ","
                    装修20w 2015年精装，整体采光不错。南北通透。无改造整体光亮无遮挡
                  ",,,,,,
720,['低楼层 上下楼方便 南北通透 客厅通阳台 采光好'],155,27664,"['怀柔', '怀柔']",2室1厅1厨1卫,中楼层 (共5层),56.03㎡,平层,暂无数据,板楼,南 北,混合结构,简装,暂无数据,集中供暖,暂无数据,2023-11-18,商品房,2001-10-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    楼层好 装修好 满五唯一 诚意出售 出小区就是公园 有车棚
                  ","
                    房子是南北通透的户型，不临街，客厅通阳台，低楼层，可拎包入住
                  ","
                    大型商场：大星发大卖场，青春万达广场，京北大世界，新悦百货。交 通：H61、H62、916快车、916、H64、H55区间车。 公 园：青春路公园，滨湖公园，滨湖万米健身公园。医院：怀柔妇幼保健院、怀柔医院、怀柔中医院。
                  ",,,"
                    低总价 适合刚需群体，生活便利，有公园，饭店，药店等，生活便利
                  ",,,,,,,,
721,['青春路六院 电梯房 高层 诚意出售'],145,24280,"['怀柔', '怀柔']",1室1厅1厨1卫,高楼层 (共9层),59.72㎡,平层,暂无数据,板楼,西 南,钢混结构,其他,一梯七户,集中供暖,有,2023-11-11,商品房,2017-09-02,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    城区电梯房 社区成熟 出行购物方便
                  ",,"
                    商场：京客隆 京北大世界 青春万达广场 大星发大卖场 农发地 公园：怀柔水库大坝 街心公园 怀柔城市森林公园 医院：怀柔区医院 怀柔中医院 怀柔妇幼保健医院 交通：916快车 H61 H62 区间车
                  ",,,"
                    小区环境好，事宜老人，小孩，刚需改善型客户，出行生活购物都很方便
                  ",,,"
                    业主诚意出售 全款价格还可谈 电梯房 总价低 有租户 租户 看房方便
                  ",,,,,
722,['红螺湖 7室4厅 南 北'],1500,25357,"['怀柔', '怀柔']",7室4厅1厨5卫,底层 (共2层),591.57㎡,复式,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,自供暖,无,2023-10-28,商品房,2021-12-10,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,,,,,,,,,,,
723,['湖花园 水库旁 中层 3居 通阳台'],368,29419,"['怀柔', '怀柔']",3室2厅1厨2卫,中楼层 (共6层),125.09㎡,平层,暂无数据,板楼,南 北,砖混结构,其他,暂无数据,集中供暖,无,2023-06-29,商品房,2023-06-19,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房满五年，南北通透，客厅通阳台，视野采光好
                  ","
                    95年前后的房子，只此一个单元是这个户型，一梯两户，三居室，客厅通阳台，阳台还是挺宽敞的；楼间距宽阔且阳台东侧没有遮挡所以室内采光不受影响；房子户型没有更改过格局；餐厅还有个储物间，增大了使用空间。
                  ","
                    小区位于青春路西侧，离怀柔水库环湖路300米，有公园可健身可长跑；小区东门外有生鲜超市、药店、快递站等等；离万达广场810米，离中医院1.3KM，配套齐全，购物、休闲、医疗皆便利；离公交站693米，交通也很便利。
                  ",,"
                    95年前后的房子，共有9栋楼546户，是比较成熟的小区；车辆行人从小区东门出入，西边有个供行人出入的小门，门外是小区独享的小公园，登几十级台阶即可到达环湖路，观怀柔水库美景、晨跑和晚饭后散步都是不错的选择；小区很干净也很安静，是个好居所。
                  ","
                    中楼层适合大部分客户群体，每个功能间的面积都不小，四口之家居住都不会觉得拥挤，尤其适合二孩家庭，能让孩子有各自的秘密基地。
                  ",,"
                    房子房间内主要还是保持了90年代的装修风格，窗子已经更换成断桥铝，厨房和卫生间简装，装修后没怎么用过，所以建议按照自己的风格重新进行室内设计装修。
                  ",,,,,,
724,['独栋别墅，视野宽阔，采光充足，配套齐全，交通便利'],830,24131,"['怀柔', '怀柔']",4室2厅1厨3卫,地下室 (共2层),343.97㎡,,暂无数据,,南 北,钢混结构,其他,,集中供暖,,2023-02-10,商品房,2023-01-13,别墅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房是独栋别墅，视野宽阔，采光充足，配套齐全，交通便利
                  ",,,,"
                    小区环境优美，交通方便，配套齐全，物业管理好，有公园，有医院
                  ","
                    家有老人：交通便利，配套齐全，有菜市场，医院，不临街，环境优美
                  ",,,"
                    房屋现状：随时可以看房，业主随时可以签约，业主诚心出售，交通方便
                  ",,,,,独栋
725,['70年产权，精装修，有电梯，洋房'],335,39543,"['怀柔', '怀柔']",2室2厅1厨1卫,顶层 (共6层),84.72㎡,复式,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2023-07-17,商品房,2022-06-24,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    电梯房，楼道干净整洁 即买即住
                  ",,,,"
                    水岸雁栖小区是2021年楼龄，小区是半开放性的，24小时监控巡逻，保安很负责，陌生人必须登记才能进入
                  ",,"
                    小区交通畅通，有铁路、公路、公交出行选择，铁路是S5号线雁栖湖站，距离小区1公里的距离；公路是京加路，距离小区500米，公交站牌也距离咱们小区600米
                  ",,,,,,,
726,['龙山新新小镇独栋别墅占地面积接近1亩地，看房随时。'],1520,27327,"['怀柔', '怀柔']",5室2厅1厨3卫,底层 (共2层),556.23㎡,复式,521.15㎡,暂无数据,东 南 西 北,混合结构,毛坯,暂无数据,暂无数据,暂无数据,2023-10-27,商品房,2022-06-27,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    房子位置好，在售户型少，交易没有个税，看房随时有钥匙。
                  ",,,,,,,"
                    房子内部还没做装修，现在内部等于是毛坯的状态，客户可以随自己喜欢的风格进行设计。
                  ","
                    房主卖房也是处置闲置资产，本来是留着自己用的，现在孩子也不在这边发展，所以就打算出售，随时可以签约。
                  ","
                    房子产权清晰，没有诉讼，没有个人债务纠纷，而且是正规商品房房本。
                  ",,,,
727,['怀柔科学城 栖美园 电梯房大三居 环境优美可 贷 款'],310,20763,"['怀柔', '怀柔']",3室1厅1厨2卫,顶层 (共6层),149.31㎡,平层,129.29㎡,板楼,南 北,混合结构,简装,一梯两户,集中供暖,有,2023-04-22,商品房,2022-07-04,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    南北通透 楼层好 电梯房  大三居 满五年  家庭唯一 诚心出售
                  ",,,"
                    房子满五的，家庭唯一住房   税费比较少，能节省您很大一笔购房成本，也能贷款
                  ","
                    小区是70年产权的商品房，小区一共9栋楼，楼间距宽，采光没有遮挡
                  ","
                    本房适合准备在怀柔安家定居的客户，很多科学城的客户在本小区买的房，人员素质较高，小区临雁栖河，环境优美，交通便利
                  ",,,"
                    因为现在房主都是在市区发展，现在这个房子也都没有在住，所以想卖了，产权清晰，属于卖房变现。
                  ",,,,,
728,['环境优美，依山傍水，业主诚心出售，看房方便'],70,12966,"['怀柔', '怀柔其它']",2室1厅1厨1卫,低楼层 (共3层),53.99㎡,平层,暂无数据,板楼,南 北,混合结构,简装,暂无数据,集中供暖,暂无数据,2022-12-09,商品房,2008-01-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    小区环境优美，依山傍水，业主诚心出售，看房方便
                  ",,,,"
                    小区环境优美，依山傍水，配套齐全，有菜市场，有公园，看房方便
                  ","
                    家有老人：小区交通便利，配套齐全，有菜市场，不临街，环境优美
                  ",,,"
                    房屋现状：随时可以看房，业主随时可以签约，业主诚心出售，交通方便
                  ",,,,,
729,['纯南向一居室，业主诚心出售，现有租户，看房提前约。'],137,23581,"['怀柔', '怀柔']",1室1厅1厨1卫,中楼层 (共9层),58.1㎡,平层,暂无数据,板楼,南,钢混结构,简装,暂无数据,集中供暖,无,2023-03-10,商品房,2021-09-02,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    纯南朝向，小区环境优美，生活便利
                  ",,"
                    医院：距离怀柔区雁栖社区医院1.1公里，距离北京市怀柔区妇幼保健院2.0公里，距离北京怀柔医院3.4公里； 公园：距离怀柔城市森林公园3.4公里，距离滨湖万米健身公园2.7公里； 超市：距离起跃强超市71米，距离森林鲜生超市129米，距离华福永鲜超市50米。
                  ",,"
                    小区是封闭式小区，管理完善， 小区门口有便利店/饭店/ 小区停车很方便。 处于正在大力建设发展的怀柔科学城，规划配套丰富，未来可期。
                  ","
                    此房有电梯，精装修，可以拎包入住。 适合各种人群居住，尤其是老人和孩子，可以满足不同家庭的生活需求。
                  ","
                    公交车站：距离光织谷站92米，距离雁栖一品园站246米，距离光织谷东站508米。
                  ",,,,,,,
730,['世嘉光织谷东区，满五唯一，精装修，采光充足'],260,27073,"['怀柔', '怀柔']",2室1厅1厨1卫,高楼层 (共6层),96.04㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯三户,集中供暖,有,2023-03-25,商品房,2017-04-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    2013年电梯房社区，纯南朝向采光充足环境好，怀柔科学城区
                  ",,"
                    配套设施完善，距离雁栖湖仅800米，凯宾斯基酒店、滨河森林公园、怀柔医院、 怀柔妇幼保健院，万达广场等等
                  ",,"
                    小区环境优美，半人车分流，外围一圈走机动车，内围适合小孩子玩耍
                  ",,"
                    驾车：京承高速，怀柔出口出，沿京密路直行到开放环岛，进入青春路区公交线路：门口有H62路到怀柔万达。北京公交916（东直门-怀柔），936（东直门-怀北滑雪场），H79等21班车来回
                  ",,,,,,,
731,['80平米通透两居室，此房不临街，诚意出售'],238,29628,"['怀柔', '怀柔']",2室1厅1厨1卫,中楼层 (共6层),80.33㎡,平层,暂无数据,板楼,南 北,混合结构,简装,暂无数据,集中供暖,无,2021-07-18,商品房,2016-12-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    楼层好，名下唯一住房，业主换房，诚意出售，价格还可谈
                  ",,,,"
                    小区位于北京市怀柔区，怀柔镇*，*镇政府，小区南门*，京北大世界，旁边是万达广场，购物方便，小区北门对着老中医医院
                  ","
                    楼层适中，*配套齐全，不临街，距离医院*，适合老人及一家人居住
                  ",,,"
                    随时看房，业主想换北京城区房子，诚意出售，房子目前空置状态。
                  ",,,,,
732,['长城溪溪小镇，交通便利，环境优美'],70,11829,"['怀柔', '怀柔其它']",2室1厅1厨1卫,顶层 (共3层),59.17㎡,平层,暂无数据,板楼,南 北,混合结构,简装,暂无数据,集中供暖,无,2022-10-13,商品房,2021-09-27,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房南北通透格局，楼层好，视野宽阔，采光充足，配套设施齐全
                  ",,,,"
                    小区环境优美，依山傍水，空气质量好，集中供暖，民水民电，车位充足
                  ","
                    首付不高，贷款方式不限，总价低，适休闲度假和退休的人群居住，
                  ","
                    此房出门口就是公交车，H21路，H14路，相对来说交通比较便利。
                  ",,,,,,,
733,['八龙桥雅苑 一居室 精装修 大面宽采光好'],133,23179,"['怀柔', '怀柔']",1室1厅1厨1卫,顶层 (共5层),57.38㎡,平层,暂无数据,板楼,东北,混合结构,其他,暂无数据,集中供暖,暂无数据,2022-08-29,商品房,2019-06-14,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    小区交通便利，出行方便，小区绿化高，环境好，看房方便。
                  ","
                    建成年代2006年，客厅厨房均朝北，全明格局北侧一个卧室，面宽大，采光充足。
                  ",,,,"
                    小区东侧是大型市政公园，自然环境良好，适合居住，老人，孩子，年轻人住起来都合适。
                  ",,,"
                    精装修业主一直自住，没有出租过。本次打算变现，所以卖房，看房比较方便。
                  ",,,,,
734,['安乐馨居，价格低。不临街，可以随时签，诚意出售'],140,19986,"['怀柔', '怀柔']",1室1厅1厨1卫,低楼层 (共17层),70.05㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,集中供暖,有,2023-07-11,二类经济适用房,2018-10-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    房子年代新，属于2019年左右交付使用的小区，总价低，随时签
                  ","
                    两个卧室以及客厅都朝南，但是采光充足，前面没有遮挡，视野很好。
                  ",,,"
                    小区是2019年交房的社区小区环境好，而且都是两部电梯的，小区停车方便现在还有地下停车位使用暂不收费。
                  ",,,,,"
                    房主的房子没有抵押，没有法院诉讼，也没有个人债务纠纷，价格谈好随时可以交易。
                  ",,,,
735,['南华园一区   满五唯一 精装修'],145,27515,"['怀柔', '怀柔']",1室1厅1厨1卫,中楼层 (共5层),52.7㎡,平层,暂无数据,板楼,东 西,混合结构,精装,暂无数据,集中供暖,无,2023-06-22,商品房,2018-01-04,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,"
                    满五唯一，房子格局好，一室一厅一卫，适合居住。
                  ",,"
                    购物：青春万达广场，京北大世界，新悦百货，大星发大卖场 公园：普法公园，怀柔水库大坝，第四次世界妇女大会纪念公园 医院：怀柔中医院，怀柔妇幼保健医院，怀柔区医院，社区医院 交通: 916快线，916区间车，80线，H61,H62,H63等
                  ",,,"
                    此房是中间楼层，出行便利，适合居住，老人，孩子，年轻人住起来都合适
                  ","
                    交通:有通往室内的 916快线，916区间车，80线，H61,H62,H63等
                  ",,,,,,,
736,['金善名居 满五年唯一 顶层复式，南北通透'],208,25604,"['怀柔', '怀柔']",2室1厅1厨1卫,顶层 (共5层),81.24㎡,平层,暂无数据,板楼,南 北,混合结构,精装,暂无数据,集中供暖,无,2023-03-04,商品房,2010-06-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房满五年唯一，南北通透，高楼层视野采光充足
                  ",,,"
                    房子满五年唯一，首套契税1%，二套契税3%，没有抵押没有贷款
                  ","
                    金善名居地处怀柔区庙城镇，是由北京安旺房地产开发有限责任公司荣誉开发的高、中档居住楼盘。根据怀柔新区发展规划需求，庙城板块作为怀柔新城的功能配套区，正推进餐饮、物流及文化产业的发展
                  ",,"
                    小区交通便利，金善名居门口有多条公交车站如：H8 H40 H70 H53 H55等
                  ",,,"
                    房子产权清晰，没有贷款没有抵押，可以随时签约办手续，满五年唯一
                  ",,,,
737,['于家园二区南院低楼层大客厅两居室出售，满五年唯一。'],268,27587,"['怀柔', '怀柔']",2室1厅1厨1卫,低楼层 (共6层),97.15㎡,平层,87.33㎡,板楼,东 西,混合结构,简装,暂无数据,集中供暖,无,2022-03-08,商品房,2011-11-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    本房楼层好低楼层，而且东西两侧都没有遮挡，采光也很好客厅..
                  ","
                    这个户型虽然朝向不是正南正北的，不过户型本身很好，西向的大客厅21㎡，这在小区内的户型中不多见，而且两卧室之间还有卫生间隔开，两边休息互不打扰，厨房的窗户在西侧，这让厨房内的光线可以说是在亮天以后到黑天之前可以不用开灯了
                  ",,"
                    这个是满五年的商品房，免征增值税，交易产生的费用有契税，因为是房主夫妻名下仅有的一套房产，所以不会产生个人所得税。
                  ",,,,"
                    此房装修时间已经很久了，不过房子内部房主保养的都很好也很干净，之前的装修可以说是简单装修四百落地铺的地砖。
                  ","
                    因为现在老人喜欢在怀柔山里住院子，平时也补怎么用这个房子了，孩子也长期在市里工作，这个房子也就等于空置出来了，所以考虑卖了变现，至于付款方式只要符合正常的交易条件就行。
                  ","
                    房子是商品房，没有抵押贷款，也没有民间借贷纠纷，产权清晰且随时可以交易签约。
                  ",,,,
738,['怀柔新新家园，总高6层带电梯。2015年社区。'],243,34740,"['怀柔', '怀柔']",2室1厅1厨1卫,中楼层 (共6层),69.95㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2021-05-06,商品房,2018-07-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    2015年社区，总高6层带电梯，毛坯房。商品房住宅。
                  ",,"
                    小区旁有三个公园，青春路公园，滨湖公园，滨湖万米健身公园，距离怀柔青春市场481米（高德地图），杨家园公交站有916路（东直门-怀柔汽车站），916路快车（怀柔汽车站-东直门枢纽站），H61路，H64路（河防口-新医院北）
                  ","
                    房屋属于商品房性质，登记时间2018年7月9日。首套契税，网签备案价1%，二套契税3%。个税差额20%。
                  ",,"
                    小区人车分流，小区环境好，南北通透带电梯。适合年轻人，老人，小孩居住。
                  ",,,,,,,,
739,['湖光小区水库旁边一居室，交易只有契税，看房随时。'],118,27021,"['怀柔', '怀柔']",1室1厅1厨1卫,中楼层 (共5层),43.67㎡,平层,暂无数据,板楼,南,混合结构,简装,暂无数据,集中供暖,无,2023-05-25,商品房,2019-07-04,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    小区在售的少有小户型，购房总价低而且可以贷款。
                  ",,,"
                    现在房本是商品房本已经满两年了，没有增值以及附加税，同时没有个税，本次交易只有1%契税首套，二套契税3%。没有其它费用。
                  ","
                    湖光小区是成熟的老社区，大多都是小户型的，在售房源成交周期短，地理位置优越，交通便利，购物方便。
                  ",,,,"
                    因为买了房子自己也没有住，当时想着过来给自己留着住的现在有点变化，所以考虑出售了，有诚意购买的客户随时可以签约。
                  ","
                    房子是19年在我链家买的，当时全款购房没有做银行贷款，所以房子没有抵押产权清晰随时可以交易。
                  ",,,,
740,['916快 北大街 于家园一区 4/6层 满五年唯一 精装修'],250,27896,"['怀柔', '怀柔']",2室1厅1厨1卫,中楼层 (共6层),89.62㎡,平层,暂无数据,板楼,东 西,混合结构,精装,暂无数据,集中供暖,无,2020-12-20,商品房,2010-04-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    满五年唯一住房，精装修，中间楼层，产权清晰
                  ",,,"
                    此房是满五年唯一的商品房，此次交易只需交纳契税免征增值税和个税，具体税费需根据您的付款方式来，详情可以咨询您身边的链家人。
                  ",,"
                    房子精装修，而且保持的也*好，中间楼层，对居住人群不挑剔。
                  ",,"
                    房子现在出租状态本来是打算自住的，装修也也是*的用心，用的材料全部都是环保材料，您简单收拾就基本可以直接拎包入住，大可节省您的购房成本和省去装修消耗的精力。
                  ","
                    业主拥有此房产权已经10年了，对房子也有很深的情感，此次是考虑置换一套居住品质更高的房子。
                  ","
                    此房是业主一人的房本，签约时夫妻俩人都可以到场，此房产权清晰，无抵押和其他债务纠纷，可以放心购买。
                  ",,,,
741,['钓鱼台小区 南北通透 三居室 采光好 诚意出售'],349,35339,"['怀柔', '怀柔']",3室1厅1厨1卫,高楼层 (共6层),98.76㎡,平层,暂无数据,板楼,南 北,混合结构,简装,暂无数据,集中供暖,无,2023-10-28,商品房,2010-02-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    钓鱼台小区 南北通透 三居室 采光好 无遮挡 次顶层
                  ",,"
                    小区南门出小区往南800米左右就是商场京北大世界，有建设银行 向南走100M就是京北大世界 ，向西走1km就是万达购物广场里面包含各种美食 各种品牌衣服
                  ",,,"
                    本房适合年轻人，每个房间都很宽敞，采光好，也适合改善型的客户。
                  ","
                    小区地处怀柔城区中间位置，916直达东直门，H61内环出行相当方便。
                  ",,,,,,,
742,['金台园 低层 南北通透三居室 满五年唯一'],239,32736,"['怀柔', '怀柔']",3室1厅1厨1卫,底层 (共6层),73.01㎡,平层,暂无数据,板楼,南 北,混合结构,精装,暂无数据,集中供暖,无,2022-08-14,商品房,2014-04-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房满五年唯一，低层三居，自住，看房方便。
                  ","
                    南北通透三居室，双卧室朝南，客厅中间，次卧和厨房朝北，无浪费面积。
                  ","
                    商场：京北大世界，青春万达广场，京客隆，大星发大卖场，小区蔬果店 公园：青春路公园，滨湖公园，万米公园，金台园公园 医院：怀柔区区医院，怀柔区中医院，怀柔妇幼保健医院，社区医院 交通：916快车，916区间车，H61,H62,H63,H64,各区间车。
                  ",,,,,,,"
                    产权清晰无纠纷，单独一个人的本，无抵押，交易流程简单，可以直接办理手续。
                  ",,,,
